title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
M&M ASSOCIATES DBA:ECCENTRICITY,716 MASSACHUSETTS,,LAWRENCE,KS,66044,,,,38.970572,-95.235669
MAINSTREAM BOUTIQUE (OLATHE),15056 S BLACK BOB ROAD,,OLATHE,KS,66062,,,,38.855914,-94.762338
TEAELLA,17219 W 161 PL,,OLATHE,KS,66062,,,,38.833357,-94.784983
EARL M. LEIGHTER DBA EJ'S BOUTIQUE,5037 W. 119TH ST,,OVERLAND PARK,KS,66209,,,,38.91194,-94.642936
REVELRY BOUTIQUE LLC,13630 HAUSER ST. APT 201,,OVERLAND PARK,KS,66221,,,,38.880405,-94.740707
MAGNOLIA'S BOUTIQUE,300 W. VINE ST.,,JUNCTION CITY,KS,66441,,,,39.017063,-96.833909
"THE BOUTIQUE, LLC",318 POYNTZ AVE.,,MANHATTN,KS,66502,,,,39.179525,-96.561127
VALLEY VET,1118 PONY EXPRESS HWY,,MARYSVILLE,KS,66508,,,,39.853112,-96.666258
SONDER SALON,321 MAIN,,NEODESHA,KS,66757,,,,37.417338,-95.678368
SATURDAY MORNING BOUTIQUE,226 WEST MAIN STREET,,COUNCIL GROVE,KS,66846,,,,38.661063,-96.49175
6TH STREET FASHIONS & FOOTWEAR INC.,218 W 6TH ST.,,CONCORDIA,KS,66901,,,,39.571228,-97.661892
"ROBIN'S (EL DORADO,KS)",113 W. CENTRAL,,EL DORADO,KS,67042,,,,37.817239,-96.850399
"HELLO BEAUTIFUL (PRATT, KS)",701 RIDGEWAY,,PRATT,KS,67124,,,,37.639232,-98.755874
"THE LBD, ETC",1403 N. LINDEN CIRCLE,,WICHITA,KS,67206,,,,37.709647,-97.235197
K.LANES,600 S TYLER,,WICHITA,KS,67209,,,,37.673422,-97.442833
WILD AT HEART,1820 N. TYLER,,WICHITA,KS,67212,,,,37.716802,-97.44398
PENNY LAYNE,112 N. SANTA FE AVE.,,SALINA,KS,67401,,,,38.841175,-97.608725
GINGERS UPTOWN INC.,721 5TH STREET,,CLAY CENTER,KS,67432,,,,39.377132,-97.126786
CLASSY LADY BOUTIQUE,220 N DOUGLAS AVE.,,ELLSWORTH,KS,67439,,,,38.730372,-98.230319
GUYS N GALS,106 N. MAIN,,MCPHERSON,KS,67460,,,,38.369744,-97.666679
GUYS SHOP OF MEPHERSON,106 N MAIN,,MCPHERSON,KS,67460,,,,38.369744,-97.666679
RENUE SALON & SPA,1314 WARNER RD,,GREAT BEND,KS,67530,,,,38.36485,-98.804288
"DRESS IT UP, INC.",511 BROADWAY,,LARNED,KS,67550,,,,38.179012,-99.098778
ARMAR BOUTIQUE,1905 AVE. I,,LYONS,KS,67554,,,,38.405903,-98.144048
REFINE LLC.,115 W. 10TH ST.,,HAYS,KS,67601,,,,38.872068,-99.331366
"THE CLOSET BOUTIQUE (RUSSELL, KS)",713 N. MAIN ST.,,RUSSELL,KS,67665,,,,38.892515,-98.859565
WOMEN'S BOUTIQUE THE DRESSER,152 S. PENN,,OBERLIN,KS,67749,,,,39.819845,-100.528764
BLUSH KANSAS,101 S MAIN STREET,,CIMARRON,KS,67835,,,,37.806684,-100.348656
JANET'S BRIDAL SHOP,1010 SOUTH VAN BUREN STREET,,HUGOTON,KS,67951,,,,37.171198,-101.351085
KAJOMA'S BOUTIQUE LLC,104 E 1ST STREET,,PAPILLION,NE,68046,,,,41.156614,-96.042672
MAINSTREAM BOUTIQUE - OMAHA,1201 S 157TH ST. #A3,,OMAHA,NE,68130,,,,41.247445,-96.159856
JC VAL INVESTMENTS DBA: BLISS BOUTIQUE,2332 186TH CIRCLE,,OMAHA,NE,68130,,,,41.23631,-96.204708
CMEL DBA:HUSH LA BOUTIQUE,16950 WRIGHT PLAZA SUITE 109,,OMAHA,NE,68130,,,,41.233611,-96.17898
FABULOUS FASHIONS BOUTIQUE,3415 N 143RD CIRCLE,,OMAHA,NE,68164,,,,41.289024,-96.135439
KIRTSEY,120 E 5TH ST,,YORK,NE,68467,,,,40.865596,-97.592056
RACHEL'S BOUTIQUE,7121 PIONEERS BLVD.,,LINCOLN,NE,68506,,,,40.769192,-96.622815
3 DAUGHTERS BOUTIQUE,311 N 8TH #102,,LINCOLN,NE,68508,,,,40.816203,-96.710331
BARBARA JEAN'S,2605 13TH ST,,COLUMBUS,NE,68601,,,,41.429039,-97.359888
SWANS APPAREL,205 MAIN STRET,,WAYNE,NE,68787,,,,42.622302,-97.266799
BOW & ARROW BOUTIQUE,2112 CENTRAL AVE.,,KEARNEY,NE,68847,,,,40.697162,-99.082111
GARY MICHAEL'S,642 W 2ND ST,,HASTINGS,NE,68901,,,,40.585375,-98.389708
DIVINE BOUTIQUE,605 MINOR AVE,,BERTRAND,NE,68927,,,,40.526909,-99.634352
THE 308 BOUTIQUE,320 WEST AVENUE,,HOLDREGE,NE,68949,,,,40.429207,-99.325955
RUSTIC & RED LLC.,139 WEST 8TH,,COZAD,NE,69130,,,,40.859282,-99.987077
NAILS BY BECKY,218 N. MAIN,,VALENTINE,NE,69201,,,,42.873462,-100.550166
FEBE III LLC,474 METAIRIE RD STE 702,,METAIRIE,LA,70005,,,,29.985309,-90.129726
MAPLE ST. CLOTHING,7732 MAPLE ST,,NEW ORLEANS,LA,70118,,,,29.942274,-90.130183
BALLIN'S,4001 EARHART BLAVD.,,NEW ORLEANS,LA,70125,,,,29.956742,-90.097893
JACI BLUE LLC,2111 MAGAZINE STREET,,NEW ORLEANS,LA,70130,,,,29.930165,-90.076131
JO & GRACE,1437 ST CHARLES STE.109,,HOUMA,LA,70360,,,,29.581561,-90.746703
COLUMBIA STREET MERCANTILE,236 N COLUMBIA STREET,,COVINGTON,LA,70433,,,,30.475647,-90.094215
JEWELIE'S BOUTIQUE,407 RENA DR.,,LAFAYETTE,LA,70503,,,,30.186593,-92.047719
LI TTLE TOWN,1116 COOLIDGE BLVD,,LAFAYETTE,LA,70503,,,,30.204683,-92.017432
LAFAYETTE BARGAIN STORE DBA BEVOS,DBA BEVO'S,,LAFAYETTE,LA,70506,,,,30.195474,-92.081292
MARCEAUX'S CLOTHING CO.,918 N. LAKE ARTHUR AVE.,,JENNINGS,LA,70546,,,,30.22868,-92.663236
GRANDMOTHER'S BUTTONS,9814 ROYAL ST,,ST. FRANCISVILLE,LA,70775,,,,30.774764,-91.385449
"MA PETITE, INC.",2561 CITIPLACE COURT # 400,,BATON ROUGE,LA,70808,,,,30.423592,-91.129051
SCHICK & SASSY BOUTIQUE,6475 HWY. 155,,SALINE,LA,71070,,,,32.206316,-92.936235
COULEUR COSMETIC BOUTIQUE,855 PIERRMONT RD. SUITE#126,,SHREVEPORT,LA,71106,,,,32.454856,-93.747712
THE LOFT,10801 WHITESTAR DR,,BASTROP,LA,71220,,,,32.795041,-91.873723
FASHION OF RUSTON,208W PARK AVE.,,RUSTON,LA,71270,,,,32.528964,-92.639861
JOHN WARD INTERIORS,1504 METRO DRIVE,,ALEXANDRIA,LA,71301,,,,31.274856,-92.475946
HARRISONS DEPARTMENT STORE,103 EAST ADAMS STREET,,HAMBURG,AR,71648,,,,33.226609,-91.797324
ACCESSORY GALLERY,2020 CENTRAL AVEN,,HOT SPRINGS,AR,71901,,,,34.492085,-93.058608
ACE OF DIAMOND,201 W MAIN,,MURFREEBORO,AR,71958,,,,34.062463,-93.691081
MERLE NORMAN BETH TAYLOR,322 WEST CYPRESS STREET,,BRINKLEY,AR,72021,,,,34.887343,-91.195601
LEFLERS,1114 OAK STREET,,CONWAY,AR,72032,,,,35.090949,-92.440365
BLISS SALON & BOUTIQUE,219 W MARKET AVE.,,SEARCY,AR,72143,,,,35.249515,-91.739499
POW INC DBA BEYOND COTTON,10700 RODNEY PARHAM ROAD UNIT C-3,,LITTLE ROCK,AR,72212,,,,34.771654,-92.39139
FORSYTHE'S,11525 CANTRELL ROAD STE# 201,,LITTLE ROCK,AR,72212,,,,34.792765,-92.402839
VESTA'S BOUTIQUE,11525 CANTRELL RD #303,,LITTLE ROCK,AR,72212,,,,34.792765,-92.402839
ME & MY SISTER,321 W. MAIN ST,,BLYTHEVILLE,AR,72315,,,,35.927342,-89.906412
WENFIELD'S,600 SOUTHWEST DR.,,JONESBORO,AR,72401,,,,35.815703,-90.712477
IMA'S FASHIONS INC.,309 W. GARLAND ST.,,PARAGOULD,AR,72450,,,,36.053648,-90.489004
MOSIAC BOUTIQUE,223 - A PRUETT ST,,PARAGOULD,AR,72450,,,,36.058118,-90.485786
CHRISTOPER'S,13 SPRING STREET,,EUREKA SPRINGS,AR,72632,,,,36.402901,-93.736804
LEANING WILLOW,1602 SR 124,,RUSSELLVILLE,AR,72802,,,,35.299861,-93.11312
HAZEL'S HAVEN,4120 ROGERS AVE SUITE 102,,FORT SMITH,AR,72903,,,,35.368912,-94.386356
SIMPLY SILVER DBA:SIMPLY SASSY APPAREL,2812 BERRYWOOD CIRCLE,,EDMOND,OK,73034,,,,35.674874,-97.443073
SHOE BAZAAR,704 S BROADWAY ST.,,MARLOW,OK,73055,,,,34.64047,-97.957683
THE KLOSET CORP.,208 WEST MAIN STREET,,WEATHERFORD,OK,73096,,,,35.525861,-98.709229
NANCY FARHA'S,9205 NORTH PENNSYLVANIA AVE.,,OKLAHOMA CITY,OK,73120,,,,35.56395,-97.549406
MARIA'S GARDEN,112 WHEELER ST. SW,,ARDMORE,OK,73401,,,,34.173894,-97.141134
THE SWANKY EDGE,119 BLUE RIDGE DR.,,ELK CITY,OK,73644,,,,35.383045,-99.401521
THE VOGUE BOUTIQUE,109 N MAIN ST.,,ELK CITY,OK,73644,,,,35.410756,-99.405068
PEARL JUNKIE LLC.,1305 INDIAN DR.,,ENID,OK,73703,,,,36.386064,-97.893752
LA DEE DA,403 COLLEGE AVE,,ALVA,OK,73717,,,,36.804909,-98.666928
MAXINE'S,802 MAIN STREET,,WOODWARD,OK,73801,,,,36.436343,-99.389562
THE FIXY FARMHOUSE,131 MAPLE DRIVE,,SHATTUCK,OK,73858,,,,36.262364,-99.88406
THE DISTRICT ON MAIN,406 W. WILL ROGERS BLVD,,CLAREMORE,OK,74017,,,,36.312109,-95.613969
ELIZABETH'S INC.,236 S. KNOBLOCK ST.,,STILLWATER,OK,74075,,,,36.119933,-97.065209
RIBBONS ON PEORIA,3525 S. PEORIA,,TULSA,OK,74105,,,,36.112467,-95.975545
THE SNOW GOOSE,1814 UTICA SQUARE,,TULSA,OK,74114,,,,36.131356,-95.962838
COMPLIMENTS,8931 S YALE AVE SUITE J,,TULSA,OK,74137,,,,36.034763,-95.921962
BELLA MEA'S,1601 E. OKMULGEE AVE.,,MUSKOGEE,OK,74403,,,,35.740911,-95.351142
JUNIES CLOSET,110 N. MUSKOGEE AVE,,TAHLEQUAH,OK,74464,,,,35.913396,-94.970763
PURPLE PLUME,225 DEWEY AVENUE,,POTEAU,OK,74953,,,,35.052139,-94.62131
JONI'S BOUTIQUE,7300 LONE STAR DR. SUITE C-115,,PLANO,TX,75024,,,,32.768734,-96.864895
SANDI'S BOUTIQUE,115 SOUTH TRAVIS  #A10,,SHERMAN,TX,75090,,,,33.635989,-96.608737
TRENDZ N TRADITIONS,113 N BALLAN AVE.,,WYLIE,TX,75098,,,,33.012135,-96.534936
CASSADY'S,800 N BEATON ST,,CORSICANA,TX,75110,,,,32.100436,-96.468521
LAKESIDE ALLURE RW,467 RIDGE POINT DR.,,HEATH,TX,75126,,,,32.832389,-96.453217
FRONT DOOR FASHION,2119 Farrington Street,,DALLAS,TX,75207,,(469) 351-7144,,32.79649,-96.831077
IVY JANE DBA: COUSIN EARL,1050 N. CLINTON,,DALLAS,TX,75208,,,,32.757171,-96.841136
MARY BETH,4719 W. LOVERS LANE,,DALLAS,TX,75209,,,,32.851531,-96.828066
CANAL CLOTHING,6465 E. MOCKINGBIRD LANE,,DALLAS,TX,75214,,,,32.837608,-96.751386
MELVILLE THOMAS DBA MEL CREWS,8316 PRESTON CTR. PLAZA,,DALLAS,TX,75225,,,,32.863498,-96.803123
KASSEIGH'S,118 W. 2ND ST,,MT. PLEASANT,TX,75455,,,,33.157713,-94.969134
LOU NELL FASHION,122 LEE STREET,,SULPHUR SPRINGS,TX,75482,,,,33.119141,-95.59787
LABELS BOUTIQUE,2801 ROBIN LN.,,TEXARKANA,TX,75503,,,,33.4614,-94.090856
BARRONS,405 LOOP 281 W,,LONGVIEW,TX,75605,,,,32.54248,-94.756142
SOMETHING SPECIAL (DAINGERFIELD),111 COFFEY,,DAINGERFIELD,TX,75638,,,,33.032543,-94.722278
B.J. TAYLOR & CO.,117 E. MAIN STREET,,HENDERSON,TX,75652,,,,32.153267,-94.798442
FOX III SALON & SPA,119 S. MARSHALL,,HENDERSON,TX,75652,,,,32.152146,-94.79801
KIMBOZE BOUTIQUE,400 N. MAIN,,LONE STAR,TX,75668,,,,32.94592,-94.71045
DEBORAH'S BTQ,100 W GRAND AVE SUITE A,,MARSHALL,TX,75670,,,,32.548674,-94.367322
AMY B'S (AMY S. BARBER),1512 WAVERLY STREET,,TYLER,TX,75701,,,,32.312418,-95.283156
KATHY'S BTQ,122 N PALESTINE ST,,ATHENS,TX,75751,,,,32.205021,-95.853557
GAUDY COUTURE INC,17968 FM 2493,,FLINT,TX,75762,,,,32.219702,-95.350538
VILLAGE SHOP,401 S. MAIN STREET,,QUITMAN,TX,75783,,,,32.793566,-95.451632
RENEES AT THE RED DOOR,1318 LUFKIN AVE,,LUFKIN,TX,75901,,,,31.336561,-94.715005
THE CASTLE COLLECTION,137 S. RIDGEWAY,,CLEBURNE,TX,76033,,,,32.339572,-97.407284
MACHELLE'S,5611 COLLEYVILLE BLVD. #200,,COLLEYVILLE,TX,76034,,,,32.890175,-97.146501
"JEANS CROSSING, INC.",1442 E HWY 377,,GRANBURY,TX,76048,,,,32.439219,-97.765403
ASHLIN'S LTD.,413 S. MAIN ST.,,GRAPEVINE,TX,76051,,,,32.937254,-97.07812
JANE ABBY BOUTIQUE,2102 CR-304,,RAINBOW,TX,76077,,,,32.292598,-97.709225
TRULY TRENDY,1713 BETHAL RD.,,WEATHERFORD,TX,76086,,,,32.736968,-97.798914
THE WARDROBE,4528 HARTWOOD DR,,FORT WORTH,TX,76109,,,,32.708662,-97.387423
MIK'S RB & KIT INC.,2302 BROOK AVE.,,WICHITA FALLS,TX,76301,,,,33.891176,-98.503889
HARVEST DRUG & GIFT,4426 KELL BLVD,,WICHITA FALLS,TX,76309,,,,33.876988,-98.556151
BOAZ DEPT. STORE,507 ELM,,GRAHAM,TX,76450,,,,33.106561,-98.589249
"THREE GIRLS & THREAD, LLC. DBA:ZOOTY'S",3606 OAKWOOD COURT,,TEMPLE,TX,76504,,,,31.110104,-97.378637
"COCHRAN, BLAIR, & POTTS",221 EAST CENTRAL AVE.,,BELTON,TX,76513,,,,31.056005,-97.462831
SIMPLY GENERATIONS,911 MAIN STREET,,JUNCTION,TX,76849,,,,30.48907,-99.77057
THE TURNER COLLECTION,1821 KNICKERBOCKER RD. SUITE D,,SAN ANGELO,TX,76904,,,,31.427756,-100.458347
KEL INC. DBA:DIMENSIONS IN FASHION,6100 WESTHEIMER,,HOUSTON,TX,77057,,,,29.738965,-95.490272
SCRUPLES,5446 FM 1960 RD,,HOUSTON,TX,77069,,,,29.981418,-95.511385
GUMBO INC. DBA:IT'S ALL ABOUT YOU,14072 MEMORIAL DR.,,HOUSTON,TX,77079,,,,29.771156,-95.591361
VICKIE LYNN'S LLC.,8525 JCKRABBIT RD. SUITE N,,HOUSTON,TX,77095,,,,29.901879,-95.621295
"HELLO BEAUTIFUL BOUTIQUE (CONROE, TX)",3915 W. DAVIS ST. STE#230,,CONROE,TX,77304,,,,30.324262,-95.493565
MCADAMS DRY GOODS,2121 AVE P,,HUNTSVILLE,TX,77340,,,,30.710574,-95.557211
OUTBACK WESTERN WEAR LLC,30405 DOBBIN HUFSMITH RD,,MAGNOLIA,TX,77354,,,,30.188319,-95.637943
THE BLVD DBA:BLVD 346,25241 FM 2978,,TOMBALL,TX,77375,,,,30.128644,-95.595144
MAINSTREAM BOUTIQUE - SPRING,6392 LOUETTA ROAD,,SPRING,TX,77379,,,,30.028448,-95.512032
MAINSTREAM BOUTIQUE (THE WOODLANDS),3091 COLLEGE PARK DR. #193,,THE WOODLANDS,TX,77384,,,,30.207538,-95.459036
INITIALLY YOURS,15411 PRADE RANCH LN.,,CYPRESS,TX,77429,,,,30.001823,-95.643337
J BARTON CLOTHIERS,23501 CINCO RANCH BLVD #B120,,KATY,TX,77494,,,,29.742023,-95.774469
VESSEL & THREADS,3215 WOODWIND DRIVE.,,MONTGOMERY,TX,77556,,,,30.392717,-95.610162
ELAINES FASHIONS,107 WEST WAY SUITE 3,,LAKE JACKSON,TX,77566,,,,29.043384,-95.452608
WINS-WALKER DBA:GINGER SNAPS,2318 BULLHEAD DR.,,LEAGUE CITY,TX,77573,,,,29.475409,-95.11885
MAINSTREAM BOUTIQUE (PEARLAND),2705 EAST BROADWAY,,PEARLAND,TX,77581,,,,29.554776,-95.258633
COTERIE BOUTIQUE,4114 LAKE ATLAS DR. STE. 130,,BRYAN,TX,77807,,,,30.671076,-96.479892
TRES CHIC BOUTIQUE (BRENHAM),201 EAST MAIN ST.,,BRENHAM,TX,77833,,,,30.167659,-96.39728
THE PALM TREE,6322 N NAVARRO,,VICTORIA,TX,77904,,,,28.854478,-96.996441
CELESTE,140 SOUTH MAIN ST,,BOERNE,TX,78006,,,,29.793327,-98.731616
BELLAS COTTAGE INC.,109 S. KATHLEEN,,BEEVILLE,TX,78102,,,,28.406626,-97.736429
GRUENE WITH ENVY,1706 HUNTER RD.,,NEW BRAUNFELS,TX,78130,,,,29.739514,-98.102461
"GROVE HILL, LTD.",355 E. BASSE RD.,,SAN ANTONIO,TX,78209,,,,29.497353,-98.478449
"JULIAN GOLD, LTD.",4109 MCCULLOUGH AVE.,,SAN ANTONIO,TX,78212,,,,29.468342,-98.492167
PINKY'S BOUTIQUE,4215 MCCULLOUGH AVE,,SAN ANTONIO,TX,78212,,,,29.469762,-98.491926
GENERAL STORE AND LEATHER GOODS MGMT,DBA BIRKENSTOCK GENERAL STORE,,SAN ANTONIO,TX,78230,,,,29.545289,-98.556564
PILAR INC.,3814 S ALAMEDA #32,,CORPUS CHRISTI,TX,78411,,,,27.744056,-97.381274
SHOP 112,5401 N. 10TH STREET #112,,MCALLEN,TX,78501,,,,26.252609,-98.222207
FASHION POSH,117 E. JACKSON STREET,,HARLINGTON,TX,78550,,,,26.192918,-97.695453
CECILY'S LLC,516 N. SHARY RD. STE F,,MISSION,TX,78572,,,,26.206525,-98.286137
RENVEN LLC. DBA:RENEE'S OF SOUTH PADRE,3920 N. SHARY RD.,,PALMHURST,TX,78573,,,,26.24901,-98.279017
IN STEP FASHIONS,324 E. MAIN STREET,,FREDERICKSBURG,TX,78624,,,,30.272089,-98.867828
"HILL COUNTRY OUTFITTERS, INC.",115 EAST MIAN ST.,,FREDERICKSBURG,TX,78624,,,,30.274621,-98.871917
PINK POPPY,210 WOODSTONE DRIVE,,GEORGETOWN,TX,78628,,,,30.616691,-97.696019
SHEAR DESIGNS,805 ST JOSEPH,,GONZALES,TX,78629,,,,29.543029,-97.543969
CIAO BELLA,309 MAIN ST #6,,MARBLE FALLS,TX,78654,,,,30.571982,-98.27718
TWO P'S & CALLI'S BTQ,690 CENTER POINT RD STE 205,,SAN MARCOS,TX,78666,,,,29.766922,-97.967904
DOVETAIL'S OF WIMBERLEY LLC.,13701 RANCH ROAD 12,,WIMBERLEY,TX,78676,,,,29.995521,-98.093885
TREASURE HOUSE,12905 CORIANDER DR,,AUSTIN,TX,78729,,,,30.45055,-97.767912
THE GIFT SOLUTION INC.,2901 CAPITAL OF TEXAS HWY,,AUSTIN,TX,78746,,,,30.327453,-97.811132
SUE PATRICK,5222 BURNET ROAD SUITE #150,,AUSTIN,TX,78756,,,,30.324299,-97.740202
KJD INC. DBA:JULIEN THE VILLAGE PEDLAR,200 N. GETTY ST.,,UVALDE,TX,78801,,,,29.211336,-99.786629
J. JUNE,1207 OAK LANE,,HONDO,TX,78861,,,,29.363451,-99.144168
THE PEPPERMINT TREE AND THE BRANCH,218 S THIRD,,CANADIAN,TX,79014,,,,35.913056,-100.385662
B. WHIMSY,213 DENROCK,,DALHART,TX,79022,,,,36.063828,-102.523051
3 TWENTY EIGHT,243 N. MAIN STREET,,HEREFORD,TX,79045,,,,34.816554,-102.39952
KESSY'S NOOK,121 WEST TEXAS ST,,WHEELER,TX,79096,,,,35.443899,-100.274616
THE SECRET PLACE,3690 S. SONCY ROAD,,AMARILLO,TX,79119,,,,35.168062,-101.938731
MAIN PLACE,101-A E. BROADWAY,,BROWNFIELD,TX,79316,,,,33.178327,-102.274669
MAIN PLACE,101-A E. BROADWAY,,BROWNFIELD,TX,79316,,,,33.178327,-102.274669
YOUR SHOP,804 AUSTIN,,LEVELLAND,TX,79336,,,,33.586145,-102.377002
J HOFFMAN/THREE WORLDS INC,4918 50TH STREET,,LUBBOCK,TX,79414,,,,33.549126,-101.916962
ACCESSORY TOUCH,5217 82ND #205,,LUBBOCK,TX,79424,,,,33.518872,-101.924899
VILLAGE SHOES & BOUTIQUE INC.,201 WALNUT ST.,,ABILENE,TX,79601,,,,32.450626,-99.731236
LAURAS BOUTIQUE,3214 S 27TH,,ABILENE,TX,79605,,,,32.418277,-99.762589
MERLE NORMAN / ADA MARIE'S,3209 COURTYARD DRIVE STE# B,,MIDLAND,TX,79705,,,,32.032016,-102.126079
VICTORIA'S DECOR & DESIGN,305 N. MAIN STREET,,ANDREWS,TX,79714,,,,32.320751,-102.547339
CAROLINA SANDOVAL BOUTIQUE,2220 BASSET AVE,,EL PASO,TX,79901,,,,31.771479,-106.463756
TRES MARIPOSAS,5857 NORTH MESA,,EL PASO,TX,79912,,,,31.824974,-106.523848
ELI ASH BY HEALING ARTS DBA CARLY'S BTQ,7401 GRANDVIEW,,ARVADA,CO,80002,,,,39.799811,-105.079183
BELLA A BOUTIQUE,14805 W. 64TH AVE UNIT A,,ARVADA,CO,80007,,,,39.813024,-105.165656
FABFIT LLC,3331 GRAYLOCK RUN,,BROOMFIELD,CO,80023,,,,39.997839,-105.030028
ELIZABETH'S EMBELLISMENTS,6115 PUBLIC ROAD,,LAFAYETTE,CO,80026,,,,40.026334,-105.104899
MAINSTREAM BTQ - CASTLE PINES,872 W. HAPPY CANYON ROAD,,CASTLE PINES,,80108,,,,39.426511,-104.901395
VISION AT HAPPY,2240 MERCANTILE AVE SUITE 101,,CASTLE ROCK,CO,80109,,,,39.40212,-104.886577
WILD BLUE BOUTIQUE,4940 SOUTH YOSEMITE STREET,,GREENWOOD VLG,CO,80111,,,,39.625566,-104.883422
ROSEY'S BY DIANE LLC,1546 HERMOSA DR,,HIGHLANDS RANCH,CO,80126,,,,39.542002,-104.97151
PARKER PANACHE,19561 E. MAIN STREET,,PARKER,CO,80138,,,,39.518508,-104.761483
"KIOTI, INC",250 FILLMORE UNIT C,,DENVER,CO,80206,,,,39.720209,-104.953268
PINE CREEK CLOTHING DBA WISH BTQ,1099 S GAYLORD STREET,,DENVER,CO,80209,,,,39.696726,-104.961904
GRACIES BOUTIQUE,1511 S. PEARL ST.,,DENVER,CO,80210,,,,39.689126,-104.980539
KLOZ PARTY BY PINK PONY,11400 W. BEAR CREEK DRIVE,,LAKEWOOD,CO,80227,,,,39.655599,-105.125399
SELFIE STYLER INC.,3117 S EMPORIA CT,,DENVER,CO,80231,,,,39.659971,-104.876147
CHANGES IN LATITUDE,2525 ARAPAHOE,,BOULDER,CO,80302,,,,40.015267,-105.262598
"THE RITZ BOULDER, CO",959 WALNUT STREET,,BOULDER,CO,80302,,,,40.016664,-105.282325
VIOLETTE,4647 S HAMPTON CIR,,BOULDER,CO,80302,,,,40.046648,-105.245178
JACQUE MICHELLE,2670 BROADWAY,,BOULDER,CO,80304,,,,40.025152,-105.281161
BABY DOES CLOTHING & ACCESSORIES,1116 WASHINGTON AVE,,GOLDEN,CO,80401,,,,39.755523,-105.221879
BELVIDERE & HERN,308 A SOUTH MAIN ST,,BRECKENRIDGE,CO,80424,,,,39.479255,-106.045225
CAAMANO/ AMAZONIAS SWEATERS,1655 AIRPORT RD,,BRECKENRIDGE,CO,80424,,,,39.503543,-106.051927
LOOK WHAT I FOUND,25797 CONFER ROAD SUITE #B217,,CONIFER,CO,80433,,,,39.543278,-105.294583
ANGEL CONCEPT,7100 ANDREA LANE,,MORRISON,CO,80465,,,,39.587361,-105.229833
ALLEN'S CLOTHING,P.O BOX 771215,,STEAMBOAT SPRINGS,CO,80477,,,,40.486391,-106.829354
LIGHT FM & SONS,830 LINCOLN AVE,,STEAMBOAT SPRINGS,CO,80487,,,,40.486438,-106.834792
APPAREL VALLEY,471 MAIN STREET,,LONGMONT,CO,80501,,,,40.167119,-105.102917
TWENTY THREE TREES,2315 E. HARMONY RD. STE. 200,,FORT COLLINS,CO,80528,,,,40.521263,-105.034959
ALL THE THINGS DBA ELIZA ELAINE,7996 FAITH CT,,FREDERICK,CO,80530,,,,40.101863,-104.923078
CLOZ LLC DBA:CLOZ TO HOME BOUTIQUE,120 E 4TH ST.,,LOVELAND,CO,80537,,,,40.395176,-105.075189
LEMONS & LACE BOUTIQUE,5378 BROOKLINE DR,,TIMNATH,CO,80547,,,,40.51174,-104.950079
ELLY BLUE,2605 W COLORADO AVE,,COLORADO SPRINGS,CO,80904,,,,38.84803,-104.864316
MACKENZIE & WEST LLC,"2530 W COLORADO AVE, SUITE A",,COLORADO SPRINGS,CO,80904,,,,38.848231,-104.863697
WHAT TO WEAR ROCKY MOUNTAIN,2144 ROCKING HORSE COURT,,COLORADO SPRINGS,CO,80921,,,,39.022581,-104.786459
CHIC JUNQUE,5701 WHISKEY RIVER DR,,COLORADO SPRINGS,CO,80923,,,,38.914986,-104.694483
IT'S POSH BOUTIQUE,6121 BOW RIVER DR,,COLORADO SPRINGS,CO,80923,,,,38.923499,-104.730946
"RAZMATAZ, LLC",335 S. UNION AVE.,,PUEBLO,CO,81003,,,,38.262671,-104.615955
HAPPY TRAILS,454 PAGOSA ST,,PAGOSA SPRINGS,CO,81147,,,,37.267032,-107.010959
"PE101 ASPEN, CO",500 E COOPER AVE,,ASPEN,CO,81611,,,,39.188095,-106.818516
EMAGINARY LLC TRAFFIC,255 GOLD RIVERS CT #160,,BASALT,CO,81621,,,,39.367794,-107.034817
SUSAN'S FLOWERS,453 MAIN ST,,CARBONDALE,CO,81623,,,,39.400682,-107.21154
"PE101 EDWARDS, CO","0225 MAIN STREET, STE 107",,EDWARDS,CO,81632,,,,39.642786,-106.590275
PTARMIGAN SPORT,137 MAIN ST,,EDWARDS,CO,81632,,,,39.643629,-106.591031
PEPI SPORTS,231 BRIDGE STREET,,VAIL,CO,81657,,,,39.641123,-106.373788
LITTLE AMERICA,2800 W. LINCOLN WAY,,CHEYENNE,WY,82009,,,,41.118772,-104.858084
SENSUOUS SHE,106 IVINSON,,LARAMIE,WY,82070,,,,41.311898,-105.595663
COLONEL CODY'S EMPORIUM,1192 SHERIDAN AVE,,CODY,WY,82141,,,,44.525857,-109.064427
PLUSH PONY,1350 SHERIDAN AVE,,CODY,WY,82414,,,,44.525892,-109.061038
POWELL MERCANTILE,235 N. BENT ST,,POWELL,WY,82435,,,,44.755043,-108.757371
FASHION CROSSROADS,228 E. 2ND STREET,,CASPER,WY,82601,,,,42.848864,-106.323382
SUN TAN USA,1512 E. 2ND ST,,CASPER,WY,82601,,,,42.848903,-106.305011
SPORTS LURE,66 SOUTH MAIN ST,,BUFFALO,WY,82834,,,,44.345782,-106.69952
THE SPORTS LURE,66 SOUTH MAIN,,BUFFALO,WY,82834,,,,44.345782,-106.69952
